id_ogl,desc
144000,"POMOCNIK ELEKTRYKA VIGOSTYN SP. Z O.O.   brak przeciwwskazań do pracy na wysokości pow. 3m, umiejętność pracy w zespole, gotowość do podjęcia pracy i zdobywania wiedzy."
144145,"INFORMATYK Bank Spółdzielczy w Szczekocinach   wykształcenie wyższe, prawo jazdy kat B, bardzo dobra znajomość pakietu Office, mile widziane doświadczenie na wskazanym stanowisku,"
144287,"MONTER ROZDZIELNIC INCOBEX - ELPLAST SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ   Wykształcenie bez znaczenia, wymagane doświadczenie na podobnym stanowisku oraz umiejętność czytania dokumentacji technicznej. Mile widziane: wykształcenie kierunkowe, uprawnienia do zajmowania się eksploatacją urządzeń."
144434,"KIEROWANIE POJAZDEM DOSTAWCZYM PERFEKT LOGISTYKA POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ   Wymagane doświadczenie zawodowe min. 1 rok na stanowisku kierowcy busa do 3,5 t. Wymagana umiejętność obsługi wózka widłowego Wymagana umiejętność wypełniania dokumentów przewozowych."
144574,"KIEROWCA KAT. B PPUH SOREL Sp. z o.o.   wykształcenie średnie, mile widziane doświadczenie zawodowe, prawo jazdy kat. B., zaangażowanie, dbanie o powierzony pojazd, sumienność, chęć do pracy."
144718,"OPIEKUN/KA OSÓB STARSZYCH PRO SENTIUM Sp. z o.o., Sp. k.   Wymagania: doświadczenie zawodowe na stanowisku opiekuna osób starszych, znajomość języka niemieckiego w stopniu minimum podstawowym."
144863,"ELEKTRYK GAJDA JAROSŁAW USŁUGI INSTALACYJNE I REMONTOWE   wykształcenie od zawodowego, wymagane doświadczenie zawodowe w montażu instalacji elektrycznych, uprawnienia SEP do 1kV."
145019,"ADMINISTRATOR NIERUCHOMOŚCI UNIKOL KRZYSZTOF CIEŚLIK SPÓŁKA JAWNA   Zakres obowiązków; kontrola nieruchomości, kontrola firm obsługujących nieruchomość, obsługa mieszkańców w powierzonych nieruchomościach . Wymagania; doświadczenie na podobnym stanowisku.Prawo jazdy kat B."
145167,"OPERATOR WÓZKA WIDŁOWEGO FIRMA HANDLOWO - USŁUGOWA """"SZKŁOMAL"""" PIOTR TRUSZCZYŃSKI   Wymagania - kurs obsługi wózków jezdniowych oraz mile widziane doświadczenie na stanowisku. Kontakt osobisty lub telefoniczny."
145323,KELNER Akademicki Związek Sportowy COSA w Wilkasach   Mile widziane doświadczenie w pracy w obsłudze gastronomicznej klienta  Mile widziana znajomość jęz. angielskiego lub niemieckiego w stopniu przynajmniej podstawowym
145472,SZPACHLARZ-MALARZ/MONTER PŁYT K/G PHU Artmax Artur Rafiński   Wymagania: Doświadczenie jako szpachlarz-malarz/monter płyt K/G - min. 3 lata. Praca na terenie Polski (obecnie Sopot). Kontakt telefoniczny.
145622,"PRACOWNIK EKIPY SPRZĄTAJĄCEJ kontakt przez PUP   umiejętność obsługi maszyny szorującej oraz szorująco-zmywającej, praca w centrum Poznania, praca na dwie zmiany w godzinach 6-14 oraz 14-22"
145760,"OPIEKUN Baby Dream Marzena Sójka, Paweł Borowski s.c.   wykształcenie wyższe, min. licencjat - edukacja wczesnoszkolna i przedszkolna lub ukończony 280-godzinny kurs opiekuna w żłobku"
145909,"OPIEKUN GALERII MUZEUM ( STAŻ EFS DLA OSÓB DO 29 R.Ż.) kontakt przez PUP   wykształcenie min. średnie mile widziane wyższe z zakresu turystyki, mile widziana znajomość języka angielskiego lub niemieckiego, wysoka kultura osobista, komunikatywność"
146060,"KIEROWCA SAMOCHODU POW. 3,5 T. Przedsiębiorstwo Usług Komunalnych Spółka z o.o.   [Inne] : Posiadanie cyfrowej karty kierowcy, świadectwa kwalifikacji zawodowej kierowcy oraz badania psychologicznego będzie dodatkowym atutem."
146210,"POMOCNICZY ROBOTNIK BUDOWLANY kontakt przez PUP   [Umiejętność 2] : Dyspozycyjność, asertywność, empatia, energiczność, komunikatywność, dokładność, otwartość, rzetelność  [Umiejętność 1] : wykonywanie ścian, szpachlowanie, samodzielność, umiejętność posługiwania się narzędziami pomiarowymi, pracownik ogólnobudowlany"
146354,"WOŹNY - KONSERWATOR - 550 Szkoła Podstawowa Nr 105   wykształcenie minimum podstawowe, obywatelstwo polskie, dobry stan zdrowia, doświadczenie na podobnym stanowisku, umiejętność pracy w zespole, umiejętność organizacji pracy, rzetelność, sumienność, dyspozycyjność, systematyczność, odpowiedzialność,"
146497,"SORTOWACZ kontakt przez PUP   minimum 1 miesiąc doświadczenia w pracy na podobnym stanowisku, punktualność, dokładne wykonywanie poleceń."
146650,"SALOWA SAMODZIELNY PUBLICZNY ZESPÓŁ ZAKŁADÓW OPIEKI ZDROWOTNEJ W PRUSZKOWIE   Poziom wykształcenia - nie wymagane. Inne - sumienność w wykonywaniu obowiązków, książeczka sanitarno-epidemiologiczna."
146800,PODINSPEKTOR DS. KSIĘGOWOŚCI FINANSOWO-BUDŻETOWEJ Urząd Miejski w Przemkowie   [Umiejętność 1] : Pełna treść wymagań i obowiązków: https://umprzemkow.bip.gov.pl/ogloszenia-o-prace/17199_podinspektor-ds-ksiegowosci-finansowo-budzetowej.html 
146938,"MONTER ŚCIANEK DZIAŁOWYCH """"NOVA-S.T."""" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ   Wymagania: wykształcenie min. zasadnicze zawodowe oraz doświadczenie zawodowe min. 2 lata. Mile widziane prawo jazdy kat. B."
147089,"KELNER Działa Sławomir Działa Lucyna F.H.U.""""SINUS"""" SPÓŁKA CYWILNA   wykształcenie nieistotne, wymagane posiadanie książeczki sanepidowskiej, mile widziana znajomość języka angielskiego oraz doświadczenie zawodowe, komunikatywność, otwartość, dyspozycyjność"
147233,"PRACOWNIK OGÓLNOBUDOWLANY kontakt przez PUP   doświadczenie w pracy związanej ze wznoszeniem budynków, udokumentowane kwalifikacje bądź doświadczenie w pracy na danym stanowisku"
147378,"POMOC NAUCZYCIELA kontakt przez PUP   uprawnienia z zakresu pedagogiki specjalnej   doświadczenie zawodowe z pracą z dziećmi, cierpliwość, łatwość nawiązywania kontaktów z dziećmi"
147524,"AUTOMATYK ELEKTRONIK FABRYKA PIERŚCIENI TŁOKOWYCH PRIMA S.A.   - roczna praktyka w zawodzie - programowanie sterowników PLC, CNC - znajomość budowy i funkcjonowania maszyn - uprawnienia elektryczne Gr.1 do 15 k V"
147670,"KIEROWCA CIĄGNIKA ROLNICZEGO-TRAKTORZYSTA Elbląskie Przedsiębiorstwo Gospodarki Komunalnej Spółka z o. o.   Wykształcenie bez znaczenia, mile widziane doświadczenie w zawodzie, wymagane: prawo jazdy kat B, C, uprawnienia operatora koparko-ładowarki lub operatora ładowarki, maszyn drogowych (dowolnie)."
147810,"KIEROWCA MIĘDZYNARODOWY kontakt przez PUP   wymagana znajomość języka ukraińskiego i rosyjskiego, ponieważ firma współpracuje ze spedycją ukraińską,  umiejętność wypełniania dokumentów transportowych CMR,   wymagane doświadczenie w przewozie towarów poza granicami kraju."
147951,"PIELĘGNIARKA Dom Pomocy Społecznej w Jaworze   Wykształcenie średnie lub wyższe, aktualne prawo do wykonywania zawodu pielęgniarki, dyplom w zawodzie, raport z badania bakteriologicznego."
148093,PRACOWNIK RESTAURACJI RUBIN Jolanta Dąbrowska   [Inne] : GOTOWOŚĆ WYROBIENIA KSIĄŻECZKI DO CELÓW SANITARNO-EPIDEMIOLOGICZNYCH. Zatrudnimy również osoby z orzeczeniem o stopniu niepełnosprawności - wyjątek stanowią osoby z epilepsją. 
148250,"MECHANIK PRECYZYJNY ALF- SENSOR SPÓŁKA JAWNA   wykształcenie min. zawodowe, mile widziane umiejętności manualne godz. pracy: 6-14, 14-22"
148393,"PRACOWNIK KWASZARNI kontakt przez PUP   Ciężka praca, wymagająca dobrej kondycji fizycznej. Godziny pracy: od 7:00 do 15:00."
148545,"INSTALATOR SYSTEMÓW KLIMATYZACJI I WENTYLACJI Enviklim Krzysztof Wysiecki   obsługa elektronarzędzi, umiejętność pracy w zespole, dyspozycyjność (możliwe delegacje), mile widziane doświadczenie w branży chłodniczej."
148691,NAUCZYCIEL PRAKTYCZNEJ NAUKI ZAWODU (MECHANIK POJAZDÓW SAMOCHODOWYCH) Centrum Kształcenia Zawodowego i Ustawicznego Nr 2 w Wadowicach   Wykształcenie wyższe magisterskie z przygotowaniem pedagogicznym; kierunek: budowa pojazdów samochodowych diagnostyka i eksploatacja.
148846,OPERATOR STACJI UZDATNIANIA WODY Karkonoski System Wodociągów i Kanalizacji Sp. z o.o.   Mile widziane doświadczenie na podobnym stanowisku pracy. Uprawnienia elektryczne do 1 kv.
148994,SPAWACZ PKP CARGOTABOR Sp. z o.o.   Wymagania: uprawnienia spawalnicze- spawanie metodą 135 lub 111 spoiny doczołowe lub pachwinowe. Doświadczenie mile widziane . Praca od 07:00 do 19:00 II zmiany.
149137,POMOCNICZY ROBOTNIK SZKLARNIOWY OFPR/21/1435 (S) kontakt przez PUP   PI PO WER podmiana - oferta adresowana do osób bezrobotnych do 30 r.ż.
149281,"INSPEKTOR DS. PRZYGOTOWANIA PRODUCJI (NR 2937) METALKO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ   studia techniczne, mechaniczne, wymagane doświadczenie na podobnym stanowisku, znajomość języka angielskiego lub niemieckiego, znajomość programów Autocad, Inventor, Solid Edge, Ms Office"
149426,"KIEROWCA SAMOCHODU OSOBOWEGO OS AUTOTRAIDING SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ   miejsce wykonywania pracy - cały teren województwa wielkopolskiego, mile widziana znajomość języka rosyjskiego"
149426,"KIEROWCA SAMOCHODU OSOBOWEGO OS AUTOTRAIDING SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ   miejsce wykonywania pracy - cały teren województwa wielkopolskiego, mile widziana znajomość języka rosyjskiego"
149426,"KIEROWCA SAMOCHODU OSOBOWEGO OS AUTOTRAIDING SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ   miejsce wykonywania pracy - cały teren województwa wielkopolskiego, mile widziana znajomość języka rosyjskiego"
149574,MURARZ KARPAT-BUD sp. z o.o.   OFERUJEMY: pracę w renomowanej firmie o ugruntowanej pozycji na rynku umowę o pracę w pełnym wymiarze czasu pracy komfortowe warunki pracy samodzielne stanowisko pracy 
149720,KIEROWCA TAXI kontakt przez PUP   mile widziane doświadczenie na podobnym stanowisku umiejętność obsługi aplikacji nawigacyjnych preferowana pełna dyspozycyjność 
149871,"PRACOWNIK KUCHNI Andreas Sokołowski Cafe Harmonia   • Wykształcenie: brak wymagań  • Doświadczenie zawodowe: mile widziane  • Znajomość języków: niemiecki - komunikatywnie  • Samodzielność, dbałość o higienę"
150021,OPERATOR WÓZKÓW WIDŁOWYCH HUMAN&HUNTER SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ   wymagane uprawnienia UDT na wózki widłowe pracodawca zapewnia bezpłatny przewóz pracowników z okolicznych miejscowości
19237,"SPRZEDAWCA Zakład Usługowo-Handlowy """"Komplex"""" - Dariusz Czyrw   Doświadczenie zawodowe mile widziane."
19390,"KASJER - SPRZEDAWCA Kinga Krzysiek - Kiro   doświadczenie pracy w sklepie ogólnospożywczym , znajomość standardów"
194381,"PRACOWNIK DO PROWADZENIA ROZLICZEŃ Z NFZ OŚRODEK BADAWCZO - NAUKOWO - DYDAKTYCZNY CHORÓB OTĘPIENNYCH IM. KSIĘDZA HENRYKA KARDYNAŁA GULBINOWICZA - OŚRODEK ALZHEIMEROWSKI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ   wykszt. wyższe, doświadczenie na podobnym stanowisku, bardzo dobra znajomość obsługi komputera, pakietu MS Office, samodzielność, inicjatywa i dynamika w działaniu, umiejętność szybkiego uczenia się, doskonała organizacja pracy, dokładność, sumienność, odpowiedzialność, zaangażowanie"
194539,"PRACOWNIK GOSPODARCZY Clar System S. A.   Oferta przeznaczona dla osób z orzeczeniem  o stopniu niepełnosprawności, mile widziane doświadczenie na stanowisku pracy, praca w pełnym wymiarze czasu pracy I zmiana , wynagrodzenie brutto  2800 zł/mc"
194695,"MECHANIK R142/1149-540/21 INDORAMA VENTURES POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ   wykszt. co najmniej zasadnicze zawodowe kierunkowe - mechanik lub pokrewne; doświadczenie w pracy na podobnym stanowisku; uprawnienia energetyczne; umiejętność posługiwania się dokumentacją techniczną; zdolności manualne i techniczne; praca w godz.: 07.00-19.00, 19.00-07.00; uprawnienia spawalnicze i doświadczenia w spawaniu rurociągów/aparatów ze stali nierdzewnej będą dodatkowym atutem"
194858,MONTER OKIEN kontakt przez PUP   [Umiejętność 1] : Doświadczenie w pracy na podobnym stanowisku mile widziane [Inne] : W sprawie oferty proszę o kontakt z Iga Idzikowska tel.  <<PHONE>> a kontakt kandydatów z Martyna Górecka tel.+48 <<PHONE>>. Możliwy bezpłatny transport z miejscowości Poddębice oraz  Łódź Kaliska (w załączeniu rozkład jazdy Autobusów) 
195014,"KIEROWCA - SERWISANT COTTONPRODUCT SPÓŁKA JAWNA E I J GARDZIEL   Wykształcenie brak wymagań, prawo jazdy kat. B, pracowitość, punktualność, mile widziane doświadczenie na podobnym stanowisku. Etat umowa na okres próbny 3 miesiące z możliwością stałego zatrudnienia, jedna zmiana od 06:00 - 14:00. Możliwość pracy od zaraz. Wynagrodzenie od 3000 zł brutto miesięcznie - do uzgodnienia. Miejsce pracy Bochnia"
195170,"KADROWA Jacek Urbańczyk Firma Consultingowa """"PROMOTOR""""   Obsługa dokumentów kadrowych, rejestracje w ZUS i US, prowadzenie akt osobowych. Oczekujemy samodzielności w działaniach bieżących, doświadczenia w zakresie pracy kadrowej, oferujemy pracę w sympatycznym środowisku zawodowym. Godz. pracy między 09:00 - 17:00 "
195321,"STANOWISKO DS. OPRACOWYWANIA ŁADUNKÓW """"POCZTA POLSKA SPÓŁKA AKCYJNA""""   Wymagania: mile widziane uprawnienia do obsługi wózków widłowych  Obowiązki:  - opracowywanie przesyłek  - transportowanie przesyłek  - opracowywanie przesyłek maszynowo    *Praca w godzinach: 7:00-19:00, 19:00-7:00  **Możliwość pracy w wymiarze całego etatu lub 0,875 etatu    [Zgłoszenia:  <<EMAIL>> , 22 557 95 90]"
19546,"SPRZEDAWCA ZJM Sp. z o.o.   Mile widziane doświadczenie, pracodawca przyuczy."
195488,"KONSULTANT DZIAŁU SPRZEDAŻY kontakt przez PUP   WYKSZTAŁCENIE MINIMUM ŚREDNIE, JEDNA ZMIANA 8:00-16:00 - OFERTA STAŻU SKIEROWANA DO OSÓB BEZROBOTNYCH ZAREJESTROWANYCH W POWIATOWYM URZĘDZIE PRACY W KĘDZIERZYNIE-KOŹLU, W CELU OTRZYMANIA SKIEROWANIA NALEŻY SKONTAKTOWAĆ SIĘ ZE SWOIM DORADCĄ KLIENTA 77 4827043"
195650,"STOLARZ BUDOWLANY/CIEŚLA Boligkompaniet   Wykonywanie pracy z zaangażowaniem, punktualność, zorganizowanie. Umiejętność pracy indywidualnej i zespołowej. Wymagane doświadczenie w pracy w zawodzie – min.2 lata. Mile widziane doświadczenie w pracach budowlanych w Norwegii lub Skandynawii."
195811,"NAUCZYCIEL CHEMII - SURDOPEDAGOG Specjalny Ośrodek Szkolno-Wychowawczy Nr 2 dla Niesłyszących i Słaboslyszących   wykształcenie wyższe w zakresie nauczanego przedmiotu z przygotowaniem pedagogicznym lub studia magisterskie na dowolnym kierunku i studia podyplomowe w zakresie nauczanego przedmiotu oraz przygotowanie pedagogiczne, kurs kwalifikacyjny lub studia podyplomowe w zakresie surdopedagogiki"
195971,"LABORANT CHEMICZNY I2 ANALYTICAL LIMITED SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ ODDZIAŁ W POLSCE   Wymagane wykształcenie min. średnie o profilu: chemia, ochrona środowiska, biotechnologia, biologia, geologia, inżynieria środowiska, geologia, laborant. Praca na jedną zmianę, 1 tydzień w miesiącu praca na 2 zmianę."
196133,"TECHNIK UTRZYMANIA OBIEKTU - KONSERWATOR Unimex sp. z o. o.   Oczekiwania: * Wykształcenie techniczne * Znajomości obsługi instalacji (w zależności od kierunku wykształcenia): - elektro-energetycznych - wentylacji i klimatyzacji - wodno-kanalizacyjnej * Uprawnienia SEP mile widziane * Obsługa komputera: Windows, MS Office * Odpowiedzialność * Uczciwość * Sumienność w wykonywaniu powierzonych zadań "
196297,"KIEROWCA SAMOCHODU DOSTAWCZEGO kontakt przez PUP   prowadzenie pojazdu, umiejętność korzystania z nawigacji. Mile widziane: doświadczenie na stanowisku, znajomość j. rosyjskiego, sumienność, dyspozycyjność, dobra organizacja czasu pracy, brak nałogów alkoholowych. Praca na terenie UE"
196463,"PRACOWNIK PRODUKCYJNY kontakt przez PUP   [System czasu pracy] : od 06:00 do 18:00, od 18:00 do 06:00 [Godzina zakończenia pracy] : 18:00 [Wymiar czasu pracy] : 200 godzin miesięcznie [Inna umowa] : od 01.07.2021 r. do 01.01.2023 r. Informacja starosty [Inne] : Pracodawca użytkownik Mikułan Spółka Jawna Łukasz Michalski, Michał Michalski "
196623,"PIELĘGNIARKA Powiatowy Zespół Szkół i Placówek Specjalnych   Pełna zdolność do czynności prawnych oraz korzystanie z pełni praw publicznych. Niekaralność (kandydat nie może być skazany prawomocnym wyrokiem sądu za umyślne przestępstwo, ścigany z oskarżenia publicznego lub umyślne przestępstwo skarbowe). Nieposzlakowana opinia. Doświadczenie w pracy z dziećmi z niepełnosprawnością intelektualną."
196780,"OPERATOR PIŁ BUDOWLANYCH Everton Przedsiębiorstwo Specjalistyczne   Wymagane doświadczenie 1-3 lata w technice diamentowej/ branży budowlanej, znajomość obsługi maszyn, wyczucie techniczne. Mile widziane wykształcenie średnie techniczne, uprawnienia na koparki/ ładowarki/ minikoparki. Samodzielność, dyspozycyjność, odpowiedzialność. Praca również w delegacji"
19693,"SPRZEDAWCA """"PP-H Indyk-Mazury Sp. z o.o."""" Spółka komandytowa   aktualna książeczka zdrowia, doświadczenie zawodowe: preferowane co najmniej roczne."
196945,"OPIEKUN DZIECI Z NIEPEŁNOSPRAWNOŚCIAMI STOWARZYSZENIE NA RZECZ DZIECI Z DYSFUNKCJAMI ROZWOJOWYMI """"BRUNO""""   [Inne] : Wymagane są kwalifikacje z zakresu opieki nad osobami z niepełnosprawnościami lub, w przypadku braku takich kwalifikacji, udokumentowane, minimum roczne doświadczenie w pracy z osobami z niepełnosprawnościami "
197098,"GŁÓWNY  SPAWALNIK SITECH SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ   Min. 5 lat praktyki zawodowej w nadzorze procesów spawania,uprawnienia VT1/VT2, mile widziane: uprawnienia Międzynarodowego/Europejskiego Inżyniera Spawalnika (IWE/EWE), znajomość rysunku technicznego,umiejętność analitycznego myślenia, szybkiego podejmowania decyzji, komunikatywność, umiejętność pracy w zespole, bardzo dobra organizacja pracy, odporność na stres, asertywność, mile widziana znajomość języka niemieckiego lub angielskiego. "
197259,"OPERATOR SPRZĘTU CIĘŻKIEGO-PŁUCZKARZ ZOWER SP. Z O.O.   [Inne] : Uprawnienia: spycharki cat. II, koparki kat. II, ładowarki kat. II (5 m3). Praca w warunkach szczególnych na zwałowisku górniczym przy przeróbce mechanicznej węgla na zwałowisku górniczym. Praca zmianowa od 6 do 18 i od 18 do 6. Premie, ZFŚS, posiłki profilaktyczne, inne profity pracownicze "
197417,"PAKOWACZ PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWO-USŁUGOWE """"PAP-TRANS"""" DANUTA SZYSZ STEFAN SZYSZ SPÓŁKA JAWNA   mile widziane doświadczenie przy maszynach, zdolności manualne, umiejętność usuwania drobnych usterek, sumienność, odpowiedzialność, gotowość do pracy w ruchu ciągłym, mile widziane uprawnienia do obsługi wózka widłowego"
197577,"PRACOWNIK OBSŁUGI SALI kontakt przez PUP   mile widziane doświadczenie zawodowe w obsłudze klienta lub w restauracji, ale nie koniecznie - komunikatywność - dobra organizacja pracy - dbałość o detale - książeczka sanitarno- epidemiologiczna - komunikatywna znajomość j. angielskiego mile widziana"
197888,"MONTER KLIMATYZACJI  (NR 2931) RX FINANCE BARTŁOMIEJ KLIMCZYK   Doświadczenie zawodowe: 1-2 lata na podobnym stanowisku Znajomość budowy oraz zasad działania układu klimatyzacji Umiejętność obsługi elektronarzędzi Samodzielność, dokładność oraz umiejętność organizacji pracy Prawo jazdy kat B mile widziane posiadanie certyfikatu dla personelu obsługa palnika acetylenowo-tlenowego do lutowania twardego / certyfikat"
198045,"OPERATOR PILAREK MAZURSKIE MEBLE SZYNAKA INTERLINE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ   Wykształcenie: zasadnicze zawodowe (stolarz). Doświadczenie zawodowe: mile widziane na podobnym stanowisku  Oczekiwania dodatkowe: rzetelność,  dyspozycyjność. Dodatkowe informacje: grupowe ubezpieczenie na życie, karnety SPA, bony świąteczne, paczki świąteczne dla dzieci, świadczenia z ZFŚS."
19866,"SPRZEDAWCA kontakt przez PUP   komunikatywność, odporność na stres"
20018,"SPRZEDAWCA kontakt przez PUP   chęć do pracy, osoba sumienna, pracowita"
20181,"KASJER-SPRZEDAWCA PRZEDSIĘBIORSTWO WIELOBRANŻOWE 'BETA' BIERNACKI, TOMCZAK SPÓŁKA JAWNA   doświadczenie, mile widziane badania sanitarne"
208,HANDLOWIEC PRACOWNIK BIUROWY KNYCHTECH Przemysław Knych   Uwaga miejsce pracy: Dobrzany.  Wynagrodzenie 2800 zł. brutto + premia + prowizja.
21191,"SPRZEDAWCA FIRMA """"ZBYSZKO"""" MONIKA PASKUDZKA   wykształcenie zasadnicze zawodowe kierunek bez znaczenia, mile widziane doświadczenie w handlu i posiadanie książeczki do celów sanitarno-epidemiologicznych, dyspozycyjność, komunikatywność, chęci do pracy"
21349,"SPECJALISTA DO SPRAW MARKETINGU/SPRZEDAWCA """"ODNOWA"""" Spółdzielnia Produkcyjno Usługowo Handlowa   Wymagane wykształcenie minimum średnie, 1 rok doświadczenia zawodowego, Prawo jazdy kat. B, obsługa komputera, komunikatywność, uprzejmość, dyspozycyjność, język angielski w stopniu komunikatywnym"
21510,"SPRZEDAWCA """"SABINKA"""" CUKIERNIA SABINA GRZENKOWICZ   staż pracy 1 rok, dokładność, skrupulatność, punktualność, umiejętność pracy w zespole, obsługa kasy fiskalnej, miła aparycja, mile widziana aktualna książeczka zdrowia"
21667,"SPRZEDAWCA-KASJER kontakt przez OHP   aktualna ks. dc sanitarno- epidemiologicznych, dyspozycyjność, komunikatywność;  gotowość do pracy w systemie zmianowym oraz do pracy fizycznej; zaangażowanie"
25495,"SPRZEDAWCA kontakt przez PUP   staż FP gwarancja zatrudnienia I zmiana 10:00-18:00 II zmiana 12:00-20:00 III zmiana 13:30-21:30 pora nocna 22:00-06:00 wymagania: wykształcenie min. zasadnicze zawodowe - mile widziane handlowe, komunikatywność i wysoka kultura osobista"
254992,"KIEROWCA AUTOBUSU Miejski Zakład Komunikacji Puławy Sp. Z O.O.   prawo jazdy kat. D, posiadanie ważnej kwalifikacji wstępnej lub szkolenia okresowego kierowców, zaświadczenie o braku zakazu wykonywania zawodu kierowcy, mile widziany staż w zawodzie oraz znajomość topografii miasta i organizacji sieci MZK, mile widziane posiadanie karty do tachografu elektronicznego, 1/2 etatu, wynagrodzenie 1550 zł + dodatki(premia, prowizja za sprzedaż biletów, dodatek za pracę w niedzielę i święta, dodatek za pracę w porze nocnej, dodatek stażowy)"
255185,"OPERATOR MASZYN CIŚNIENIOWYCH (O) """"ADECCO POLAND"""" sp. z o.o.   Oferta pracy tymczasowej zgłoszona przez agencję zatrudnienia. Wymagania: mile widziane doświadczenie w obsłudze maszyn i urządzeń ciśnieniowych, wykształcenie podstawowe. Praca w Tarnowie od pon. do pt. na dwie zmiany w godz.: 7.00-15.00, 15.00-23.00, wynagrodzenie 2 800 zł brutto. Kontakt: """"ADECCO POLAND"""" Sp. z o.o., kontakt telefoniczny  <<PHONE>>, CV można przesyłać na adres e-mail:  <<EMAIL>> ."
255369,"INFORMATYK kontakt przez OHP   Wykształcenie średnie lub wyższe, Doświadczenie w pracy – mile widziane, Umiejętność konfigurowania i zarządzania urządzeniami aktywnymi sieci, Biegła znajomość obsługi i konfiguracji systemów operacyjnych z rodzin MS Windows oraz pakietów biurowych, Znajomość obsługi baz danych, Znajomość prawa w zakresie wymaganym na stanowisku (m.in. ustawa o podpisie elektronicznym, ustawa o ochronie danych osobowych),"
255543,"KSIĘGOWA/WY OPTIMA KJ Biuro Usług Księgowych Spółka z o.o.   Wymagania: - wyższe wykształcenie ekonomiczne, - praktyczne doświadczenie w zakresie pełnej księgowości w tym w sporządzaniu bilansów- min. 2 lata doświadczenia na samodzielnym stanowisku - prowadzenie ksiąg rachunkowych oraz dokonywanie rozliczeń podatkowych w oparciu o aktualne przepisy, w tym: podatku dochodowego od osób prawnych, podatku dochodowego od osób fizycznych, podatku VAT, ustawy o rachunkowości, amortyzacji itd., - kontrola zmian podatkowych i nadzór nad prawidłowością księgowań - samodzielność, odpowiedzi"
255723,"WYCHOWAWCA OBOZOWY Stowarzyszenie GTW   [Umiejętność 2] : uprawnienia wychowawcze oraz doświadczenie w pracy z dziećmi i młodzieżą [Umiejętność 1] : uprawnienia instruktora survivalu i/lub harcerskie uprawnienia instruktorskie [Inne] : Wymagania:  - uprawnienia instruktora survivalu i/lub harcerskie uprawnienia instruktorskie, - doświadczenie w prowadzeniu zajęć harcerskich/survivalowych, - uprawnienia wychowawcze oraz doświadczenie w pracy z dziećmi i młodzieżą, - poczucie odpowiedzialności i świadomość charakteru pracy z dziećmi i młodzieżą, - umiejętność pracy w zespole, entuzjazm, poczucie humoru oraz chęć do dobrej zabawy. "
255899,"OPIEKUN W ŻŁOBKU-1/2 ETATU- CD Żłobek Miejski w Czechowicach-Dziedzicach   Osoba powinna posiadać co najmniej wykszt. średnie oraz kurs opiekuna w żłobku oraz aktualny kurs I pomocy lub kwalifikacje pielęgniarki, położnej, opiekunki dziecięcej, nauczyciela wychowania przedszkolnego, nauczyciela edukacji wczesnoszkolnej lub pedagoga opiekuńczo-wychowawczego, pedagoga społeczno-wychowawczego, pedagogika wczesnej edukacji, terapeuty pedagogicznego. Wymagany bardzo dobry kontakt z dziećmi, rozpoznawanie warunków i potrzeb zdrowotnych dzieci w wieku od 20 tyg. do 3 lat, odpowiedzialność, komunikatywność,  kreatywność, cierpliwość umiejętność pracy w zespole, umiejętność reagowania w trudnych sytuacjach, prowadzenia zajęć z grupą dzieci i indywidualnych."
256087,"TECHNIK 13 Wojskowy Oddział Gospodarczy/Centrum Szkolenia Logistyki   Przy wykształceniu średnim wymagane 3 letnie doświadczenie w zawodzie, a przy wyższym- 1 rok, znajomość pakietu MS Office, wymagane szkolenie dla inspektorów bezpieczeństwa teleinformatycznego wydane przez ABW lub SKW, mile widziane poświadczenie bezpieczeństwa-klauzula POUFNE, praca w niejawnych sieciach teleinformatycznych, ochrona informacji niejawnych, umowa o pracę w zastępstwie, praca na I zmianę w Grupie (7-15), wynagrodzenie brutto od 3020 zł/m-c+ 5% premii."
